Accession	Title	TFOE	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM1426683	TFOE_4497_1460	Rv1460	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426683/suppl		Tige Rustad	4-Jul-14
GSM1426684	TFOE_7748_1460	Rv1460	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426684/suppl		Tige Rustad	4-Jul-14
GSM1426685	TFOE_4661_1473A	Rv1473	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426685/suppl		Tige Rustad	4-Jul-14
GSM1426686	TFOE_4931_1473A	Rv1473	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426686/suppl		Tige Rustad	4-Jul-14
GSM1426687	TFOE_7293_1473A	Rv1473	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426687/suppl		Tige Rustad	4-Jul-14
GSM1426688	TFOE_1798_1474c_A	Rv1474	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426688/suppl		Tige Rustad	4-Jul-14
GSM1426689	TFOE_4971_1474c	Rv1474	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426689/suppl		Tige Rustad	4-Jul-14
GSM1426690	TFOE_5953_1474c_B	Rv1474	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426690/suppl		Tige Rustad	4-Jul-14
GSM1426691	TFOE_7691_1474c_C	Rv1474	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426691/suppl		Tige Rustad	4-Jul-14
GSM1426692	TFOE_8380_1474c	Rv1474	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426692/suppl		Tige Rustad	4-Jul-14
GSM1426693	TFOE_2914_1556	Rv1556	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426693/suppl		Tige Rustad	4-Jul-14
GSM1426694	TFOE_7362_1556	Rv1556	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426694/suppl		Tige Rustad	4-Jul-14
GSM1426695	TFOE_9978_1556	Rv1556	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426695/suppl		Tige Rustad	4-Jul-14
GSM1426696	TFOE_6215_1560	Rv1560	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426696/suppl		Tige Rustad	4-Jul-14
GSM1426697	TFOE_7581_1560	Rv1560	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426697/suppl		Tige Rustad	4-Jul-14
GSM1426698	TFOE_8839_1560	Rv1560	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426698/suppl		Tige Rustad	4-Jul-14
GSM1426699	TFOE_0383_1626	Rv1626	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426699/suppl		Tige Rustad	4-Jul-14
GSM1426700	TFOE_1494_1626	Rv1626	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426700/suppl		Tige Rustad	4-Jul-14
GSM1426701	TFOE_8543_1626	Rv1626	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426701/suppl		Tige Rustad	4-Jul-14
GSM1426702	TFOE_1016_1657	Rv1657	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426702/suppl		Tige Rustad	4-Jul-14
GSM1426703	TFOE_2216_1657	Rv1657	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426703/suppl		Tige Rustad	4-Jul-14
GSM1426704	TFOE_6102_1657	Rv1657	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426704/suppl		Tige Rustad	4-Jul-14
GSM1426705	TFOE_5212_1674c	Rv1674	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426705/suppl		Tige Rustad	4-Jul-14
GSM1426706	TFOE_7826_1674c	Rv1674	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426706/suppl		Tige Rustad	4-Jul-14
GSM1426707	TFOE_8139_1674c	Rv1674	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426707/suppl		Tige Rustad	4-Jul-14
GSM1426708	TFOE_3423_1675c	Rv1675	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426708/suppl		Tige Rustad	4-Jul-14
GSM1426709	TFOE_7690_1675c	Rv1675	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426709/suppl		Tige Rustad	4-Jul-14
GSM1426710	TFOE_8687_1675c	Rv1675	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426710/suppl		Tige Rustad	4-Jul-14
GSM1426711	TFOE_1959_1719	Rv1719	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426711/suppl		Tige Rustad	4-Jul-14
GSM1426712	TFOE_3497_1719	Rv1719	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426712/suppl		Tige Rustad	4-Jul-14
GSM1426713	TFOE_8941_1719	Rv1719	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426713/suppl		Tige Rustad	4-Jul-14
GSM1426714	TFOE_3092_1725c	Rv1725	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426714/suppl		Tige Rustad	4-Jul-14
GSM1426715	TFOE_6676_1725c	Rv1725	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426715/suppl		Tige Rustad	4-Jul-14
GSM1426716	TFOE_7465_1725c	Rv1725	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426716/suppl		Tige Rustad	4-Jul-14
GSM1426717	TFOE_2509_1740	Rv1740	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426717/suppl		Tige Rustad	4-Jul-14
GSM1426718	TFOE_5284_1740	Rv1740	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426718/suppl		Tige Rustad	4-Jul-14
GSM1426719	TFOE_9311_1740	Rv1740	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426719/suppl		Tige Rustad	4-Jul-14
GSM1426720	TFOE_3531_1773c	Rv1773	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426720/suppl		Tige Rustad	4-Jul-14
GSM1426721	TFOE_5006_1773c	Rv1773	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426721/suppl		Tige Rustad	4-Jul-14
GSM1426722	TFOE_7984_1773c	Rv1773	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426722/suppl		Tige Rustad	4-Jul-14
GSM1426723	TFOE_3943_1776c	Rv1776	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426723/suppl		Tige Rustad	4-Jul-14
GSM1426724	TFOE_4408_1776c	Rv1776	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426724/suppl		Tige Rustad	4-Jul-14
GSM1426725	TFOE_5447_1776c	Rv1776	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426725/suppl		Tige Rustad	4-Jul-14
GSM1426726	TFOE_6347_1816	Rv1816	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426726/suppl		Tige Rustad	4-Jul-14
GSM1426727	TFOE_8915_1816	Rv1816	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426727/suppl		Tige Rustad	4-Jul-14
GSM1426728	TFOE_9132_1816	Rv1816	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426728/suppl		Tige Rustad	4-Jul-14
GSM1426729	TFOE_2106_1828	Rv1828	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426729/suppl		Tige Rustad	4-Jul-14
GSM1426730	TFOE_3844_1828	Rv1828	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426730/suppl		Tige Rustad	4-Jul-14
GSM1426731	TFOE_4908_1828	Rv1828	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426731/suppl		Tige Rustad	4-Jul-14
GSM1426732	TFOE_5192_1830	Rv1830	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426732/suppl		Tige Rustad	4-Jul-14
GSM1426733	TFOE_9738_1830	Rv1830	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426733/suppl		Tige Rustad	4-Jul-14
GSM1426734	TFOE_9820_1830	Rv1830	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426734/suppl		Tige Rustad	4-Jul-14
GSM1426735	TFOE_5117_1846c	Rv1846	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426735/suppl		Tige Rustad	4-Jul-14
GSM1426736	TFOE_6269_1846c	Rv1846	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426736/suppl		Tige Rustad	4-Jul-14
GSM1426737	TFOE_6565_1846c	Rv1846	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426737/suppl		Tige Rustad	4-Jul-14
GSM1426738	TFOE_1378_1909c	Rv1909	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426738/suppl		Tige Rustad	4-Jul-14
GSM1426739	TFOE_3612_1909c_C	Rv1909	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426739/suppl		Tige Rustad	4-Jul-14
GSM1426740	TFOE_5966_1909c_B	Rv1909	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426740/suppl		Tige Rustad	4-Jul-14
GSM1426741	TFOE_6104_1909c	Rv1909	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426741/suppl		Tige Rustad	4-Jul-14
GSM1426742	TFOE_9243_1909c	Rv1909	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426742/suppl		Tige Rustad	4-Jul-14
GSM1426743	TFOE_1579_1931c	Rv1931	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426743/suppl		Tige Rustad	4-Jul-14
GSM1426744	TFOE_3155_1931c	Rv1931	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426744/suppl		Tige Rustad	4-Jul-14
GSM1426745	TFOE_8406_1931c	Rv1931	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426745/suppl		Tige Rustad	4-Jul-14
GSM1426746	TFOE_1091_1956_B	Rv1956	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426746/suppl		Tige Rustad	4-Jul-14
GSM1426747	TFOE_2318_1956	Rv1956	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426747/suppl		Tige Rustad	4-Jul-14
GSM1426748	TFOE_2915_1956	Rv1956	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426748/suppl		Tige Rustad	4-Jul-14
GSM1426749	TFOE_5108_1956_C	Rv1956	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426749/suppl		Tige Rustad	4-Jul-14
GSM1426750	TFOE_7357_1956	Rv1956	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426750/suppl		Tige Rustad	4-Jul-14
GSM1426751	TFOE_1030_1960c	Rv1960	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426751/suppl		Tige Rustad	4-Jul-14
GSM1426752	TFOE_3220_1960c	Rv1960	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426752/suppl		Tige Rustad	4-Jul-14
GSM1426753	TFOE_9027_1960c	Rv1960	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426753/suppl		Tige Rustad	4-Jul-14
GSM1426754	TFOE_5846_1963c	Rv1963	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426754/suppl		Tige Rustad	4-Jul-14
GSM1426755	TFOE_7918_1963c	Rv1963	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426755/suppl		Tige Rustad	4-Jul-14
GSM1426756	TFOE_8453_1963c	Rv1963	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426756/suppl		Tige Rustad	4-Jul-14
GSM1426757	TFOE_2686_1985b2	Rv1985	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426757/suppl		Tige Rustad	4-Jul-14
GSM1426758	TFOE_5735_1985c	Rv1985	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426758/suppl		Tige Rustad	4-Jul-14
GSM1426759	TFOE_7345_1985c_B	Rv1985	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426759/suppl		Tige Rustad	4-Jul-14
GSM1426760	TFOE_7976_1985_a2	Rv1985	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426760/suppl		Tige Rustad	4-Jul-14
GSM1426761	TFOE_8072_1985c_A	Rv1985	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426761/suppl		Tige Rustad	4-Jul-14
GSM1426762	TFOE_9172_1985c	Rv1985	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426762/suppl		Tige Rustad	4-Jul-14
GSM1426763	TFOE_1201_1990c_a	Rv1990	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426763/suppl		Tige Rustad	4-Jul-14
GSM1426764	TFOE_5649_1990c	Rv1990	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426764/suppl		Tige Rustad	4-Jul-14
GSM1426765	TFOE_9768_1990c	Rv1990	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426765/suppl		Tige Rustad	4-Jul-14
GSM1426766	TFOE_2807_1994c	Rv1994	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426766/suppl		Tige Rustad	4-Jul-14
GSM1426767	TFOE_4221_1994c	Rv1994	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426767/suppl		Tige Rustad	4-Jul-14
GSM1426768	TFOE_6107_1994c_B	Rv1994	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426768/suppl		Tige Rustad	4-Jul-14
GSM1426769	TFOE_9332_1994c	Rv1994	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426769/suppl		Tige Rustad	4-Jul-14
GSM1426770	TFOE_9383_1994c_A	Rv1994	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426770/suppl		Tige Rustad	4-Jul-14
GSM1426771	TFOE_2577_2009	Rv2009	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426771/suppl		Tige Rustad	4-Jul-14
GSM1426772	TFOE_7141_2009	Rv2009	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426772/suppl		Tige Rustad	4-Jul-14
GSM1426773	TFOE_8385_2009	Rv2009	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426773/suppl		Tige Rustad	4-Jul-14
GSM1426774	TFOE_2739_2011c	Rv2011	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426774/suppl		Tige Rustad	4-Jul-14
GSM1426775	TFOE_6279_2011c	Rv2011	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426775/suppl		Tige Rustad	4-Jul-14
GSM1426776	TFOE_8382_2011c	Rv2011	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426776/suppl		Tige Rustad	4-Jul-14
GSM1426777	TFOE_5219_2017	Rv2017	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426777/suppl		Tige Rustad	4-Jul-14
GSM1426778	TFOE_6702_2017	Rv2017	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426778/suppl		Tige Rustad	4-Jul-14
GSM1426779	TFOE_8740_2017	Rv2017	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426779/suppl		Tige Rustad	4-Jul-14
GSM1426780	TFOE_0658_2021c	Rv2021	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426780/suppl		Tige Rustad	4-Jul-14
GSM1426781	TFOE_3237_2021c	Rv2021	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426781/suppl		Tige Rustad	4-Jul-14
GSM1426782	TFOE_6553_2021c	Rv2021	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426782/suppl		Tige Rustad	4-Jul-14
GSM1426783	TFOE_9389_2021c_B	Rv2021	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426783/suppl		Tige Rustad	4-Jul-14
GSM1426784	TFOE_9628_2021c_C	Rv2021	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426784/suppl		Tige Rustad	4-Jul-14
GSM1426785	TFOE_2313_2034_B	Rv2034	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426785/suppl		Tige Rustad	4-Jul-14
GSM1426786	TFOE_6378_2034	Rv2034	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426786/suppl		Tige Rustad	4-Jul-14
GSM1426787	TFOE_6958_2034	Rv2034	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426787/suppl		Tige Rustad	4-Jul-14
GSM1426788	TFOE_7000_2034	Rv2034	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426788/suppl		Tige Rustad	4-Jul-14
